Row ID;Row Name;slot0;slot1;slot2;slot3;slot4;slot5;slot6;slot7;slot8;slot9;slot10;slot11;slot12;slot13;slot14;slot15;slot16;slot17;slot18;slot19;slot20;slot21;slot22;slot23;slot24;slot25;slot26;slot27;slot28;slot29;slot30;slot31;slot32;slot33;slot34;slot35;slot36;slot37;slot38;slot39;slot40;slot41;slot42;slot43;slot44;slot45;slot46;slot47;slot48;slot49;slot50;slot51;slot52;slot53;slot54;slot55;slot56;slot57;slot58;slot59;slot60;slot61;slot62;slot63;slot64;slot65;slot66;slot67;slot68;slot69;slot70;slot71;slot72;slot73;slot74;slot75;slot76;slot77;slot78;slot79;slot80;slot81;slot82;slot83;slot84;slot85;slot86;slot87;slot88;slot89;slot90;slot91;slot92;slot93;slot94;slot95;slot96;slot97;slot98;slot99
604239058;;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;
604239059;;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;
604239060;;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;
604239061;;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;
604239062;;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;1;1;1;0;
604239063;;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;
604239064;;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;
604239065;;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;
604239066;;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;
604239067;;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;
604239068;;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;
604239069;;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;
604239070;;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;
604253000;;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;
604253001;;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
604253002;;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;1;
604253003;;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;
604253004;;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;
604253005;;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;
604253006;;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;
604253007;;0;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;
604253008;;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;
604253009;;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;
604253010;;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;
604253011;;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;
604253012;;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;
604253013;;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;
604254000;;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;
604254001;;1;1;1;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;
604254002;;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;
604254003;;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;
604254004;;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;
604254005;;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;
604254006;;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;
604254007;;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;
604254008;;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;
604331000;;1;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;
604331000;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;
604331001;;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;
604331001;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;
604331002;;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;
604331002;;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
604331003;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;
604331003;;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;
604331004;;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;
604331004;;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
604331005;;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;
604331005;;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;
604331006;;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;1;0;
604331007;;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;
604331008;;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;
604331009;;0;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;
604331010;;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;
604331011;;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;
604331011;;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;
604331012;;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;
604331012;;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;
604331013;;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;
604331013;;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;
604331014;;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;
604331014;;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;
604331015;;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;
604331015;;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;
604331016;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
604331016;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
